customer_id,coupon_id,start_date,item_id_count,selling_price_sum,selling_price_mean,selling_price_std,other_discount_sum,other_discount_mean,coupon_discount_sum,coupon_discount_mean,coupon_applied_sum,coupon_applied_mean
3,9,2013-02-16,21,1606.81,76.5147619047619,24.262475063160316,274.29,13.061428571428573,0.0,0.0,0.0,0.0
3,20,2013-05-19,10,797.5,79.75,70.77516670571835,0.0,0.0,0.0,0.0,0.0,0.0
3,21,2013-05-19,47,4412.600000000002,93.88510638297878,55.93746803243548,647.9300000000002,13.785744680851067,126.45000000000002,2.690425531914894,4.0,0.0851063829787234
3,467,2013-05-19,2,225.12,112.56,48.86107857999043,42.75,21.375,62.33,31.165,1.0,0.5
3,661,2013-02-16,1,284.6,284.6,,35.62,35.62,0.0,0.0,0.0,0.0
3,692,2013-05-19,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
3,804,2013-02-16,2,355.48,177.74,50.37428709172965,71.24,35.62,0.0,0.0,0.0,0.0
3,995,2013-05-19,7,1060.76,151.53714285714287,15.632711125804672,177.03,25.29,0.0,0.0,0.0,0.0
4,7,2013-02-16,3,173.47000000000003,57.823333333333345,4.1165074193220335,0.0,0.0,0.0,0.0,0.0,0.0
4,9,2013-02-16,5,473.39,94.678,70.92628299861765,0.0,0.0,0.0,0.0,0.0,0.0
4,754,2013-02-16,1,106.86,106.86,,85.13,85.13,0.0,0.0,0.0,0.0
4,810,2013-02-16,1,142.12,142.12,,32.06,32.06,0.0,0.0,0.0,0.0
5,30,2013-08-10,69,5256.420000000001,76.18000000000002,43.0992969097832,867.3599999999999,12.570434782608695,0.0,0.0,0.0,0.0
5,191,2013-08-10,1,63.76,63.76,,42.74,42.74,0.0,0.0,0.0,0.0
5,392,2013-02-02,2,351.57,175.785,68.25701758793744,56.99,28.495,0.0,0.0,0.0,0.0
5,461,2013-08-10,2,195.91,97.955,12.593571772932412,52.36,26.18,0.0,0.0,0.0,0.0
5,624,2013-02-16,1,76.23,76.23,,0.0,0.0,0.0,0.0,0.0,0.0
5,691,2013-02-02,2,284.6,142.3,0.2545584412271567,49.16,24.58,0.0,0.0,0.0,0.0
5,702,2013-08-10,1,106.5,106.5,,35.62,35.62,0.0,0.0,0.0,0.0
5,774,2013-08-10,2,469.47,234.735,30.228814895724906,153.17000000000002,76.58500000000001,0.0,0.0,0.0,0.0
5,869,2013-08-10,3,382.2,127.39999999999999,47.723762425022606,143.56,47.85333333333333,0.0,0.0,0.0,0.0
5,988,2013-08-10,1,387.19,387.19,,0.0,0.0,0.0,0.0,0.0,0.0
5,1045,2013-02-16,1,93.68,93.68,,62.69,62.69,0.0,0.0,0.0,0.0
6,18,2013-03-11,1,71.24,71.24,,31.7,31.7,0.0,0.0,0.0,0.0
6,225,2013-08-10,1,92.26,92.26,,0.0,0.0,0.0,0.0,0.0,0.0
6,444,2013-03-11,3,266.09000000000003,88.69666666666667,21.592900067691996,74.8,24.933333333333334,0.0,0.0,0.0,0.0
6,457,2013-04-08,28,1587.62,56.700714285714284,24.616865932928754,26.71,0.9539285714285715,0.0,0.0,0.0,0.0
6,520,2013-03-11,1,99.38,99.38,,0.0,0.0,0.0,0.0,0.0,0.0
6,549,2013-07-15,8,1623.1999999999998,202.89999999999998,106.3361645241838,268.93,33.61625,133.57,16.69625,1.0,0.125
6,662,2013-04-08,1,925.76,925.76,,106.86,106.86,0.0,0.0,0.0,0.0
6,688,2013-07-15,1,184.16,184.16,,0.0,0.0,0.0,0.0,0.0,0.0
7,16,2013-01-07,1,35.62,35.62,,35.26,35.26,0.0,0.0,0.0,0.0
7,27,2013-05-19,22,1869.7,84.98636363636363,33.36592024455842,1383.4599999999996,62.88454545454544,0.0,0.0,0.0,0.0
7,32,2013-08-10,94,16306.379999999996,173.47212765957443,127.29281103684109,1676.25,17.83244680851064,356.19999999999993,3.7893617021276587,5.0,0.05319148936170213
7,34,2013-08-10,1,78.01,78.01,,0.0,0.0,0.0,0.0,0.0,0.0
7,104,2013-01-07,3,205.17000000000002,68.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,108,2013-04-22,2,71.24,35.62,0.0,3.56,1.78,0.0,0.0,0.0,0.0
7,172,2013-05-19,2,426.72,213.36,0.0,42.74,21.37,0.0,0.0,0.0,0.0
7,185,2013-08-10,1,42.03,42.03,,0.0,0.0,0.0,0.0,0.0,0.0
7,279,2013-01-12,1,117.19,117.19,,0.0,0.0,0.0,0.0,0.0,0.0
7,279,2013-04-08,1,117.19,117.19,,0.0,0.0,0.0,0.0,0.0,0.0
7,407,2013-01-07,1,35.62,35.62,,35.26,35.26,0.0,0.0,0.0,0.0
7,433,2013-02-16,1,71.24,71.24,,24.58,24.58,0.0,0.0,0.0,0.0
7,488,2013-07-29,7,356.2,50.885714285714286,28.025666127761568,0.0,0.0,0.0,0.0,0.0,0.0
7,492,2013-04-22,2,249.33999999999997,124.66999999999999,25.18714354586482,112.56,56.28,0.0,0.0,0.0,0.0
7,496,2013-04-22,1,106.86,106.86,,63.4,63.4,0.0,0.0,0.0,0.0
7,526,2013-04-22,3,201.95999999999998,67.32,0.0,28.490000000000002,9.496666666666668,0.0,0.0,0.0,0.0
7,532,2013-02-16,2,284.96,142.48,0.0,69.82,34.91,0.0,0.0,0.0,0.0
7,539,2013-08-10,1,231.17,231.17,,42.74,42.74,0.0,0.0,0.0,0.0
7,551,2013-01-07,1,213.36,213.36,,71.24,71.24,0.0,0.0,0.0,0.0
7,567,2013-09-16,4,468.76,117.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,591,2013-01-07,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
7,619,2012-10-08,3,554.24,184.74666666666667,79.99765329891454,0.0,0.0,0.0,0.0,0.0,0.0
7,627,2013-02-16,1,248.98,248.98,,0.0,0.0,0.0,0.0,0.0,0.0
7,651,2013-01-07,4,547.12,136.78,6.166100874945207,0.0,0.0,0.0,0.0,0.0,0.0
7,662,2013-04-08,2,248.62,124.31,25.187143545864824,0.0,0.0,35.62,17.81,1.0,0.5
7,703,2013-07-29,2,227.60999999999999,113.80499999999999,40.5525739010485,27.78,13.89,0.0,0.0,0.0,0.0
7,705,2013-04-22,1,113.63,113.63,,42.74,42.74,0.0,0.0,0.0,0.0
7,783,2013-04-22,1,127.88,127.88,,0.0,0.0,0.0,0.0,0.0,0.0
7,791,2013-01-07,1,35.62,35.62,,21.02,21.02,0.0,0.0,0.0,0.0
7,796,2013-07-29,9,712.4000000000001,79.15555555555557,23.02954684264929,115.74000000000002,12.860000000000003,0.0,0.0,0.0,0.0
7,803,2013-01-07,2,105.44,52.72,30.221743827913045,28.85,14.425,0.0,0.0,0.0,0.0
7,824,2013-04-08,3,444.18,148.06,16.83518933662464,169.56,56.52,0.0,0.0,0.0,0.0
7,845,2013-09-16,2,234.38,117.19,64.98311319104371,85.13,42.565,0.0,0.0,0.0,0.0
7,895,2013-01-07,5,445.98,89.196,49.698846867910326,235.79999999999998,47.16,71.24,14.248,2.0,0.4
7,960,2013-05-19,7,391.82,55.97428571428571,40.389283585766016,69.1,9.87142857142857,0.0,0.0,0.0,0.0
7,975,2012-10-08,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
7,981,2013-07-29,2,156.37,78.185,9.821713190681141,10.33,5.165,0.0,0.0,0.0,0.0
7,982,2012-10-08,4,105.08999999999999,26.272499999999997,10.505,35.61,8.9025,0.0,0.0,0.0,0.0
7,1045,2013-08-10,1,195.55,195.55,,0.0,0.0,0.0,0.0,0.0,0.0
7,1069,2013-07-29,1,167.06,167.06,,17.81,17.81,0.0,0.0,0.0,0.0
8,8,2013-02-16,35,4483.109999999998,128.08885714285708,68.51104220881344,1615.0099999999998,46.14314285714285,32.06,0.916,2.0,0.05714285714285714
8,22,2013-05-19,131,17432.429999999997,133.0719847328244,91.80795326214594,2711.7799999999984,20.700610687022888,276.05,2.1072519083969468,8.0,0.061068702290076333
8,34,2013-08-10,2,85.13,42.565,28.461047942758537,0.0,0.0,26.71,13.355,1.0,0.5
8,37,2013-09-16,9,961.74,106.86,54.717314444332885,0.0,0.0,0.0,0.0,0.0,0.0
8,117,2013-05-19,1,67.32,67.32,,0.0,0.0,0.0,0.0,0.0,0.0
8,136,2013-05-19,1,89.05,89.05,,53.07,53.07,0.0,0.0,0.0,0.0
8,170,2013-05-19,2,284.24,142.12,0.0,35.62,17.81,0.0,0.0,0.0,0.0
8,199,2013-08-10,2,84.42,42.21,19.897984822589446,42.75,21.375,0.0,0.0,0.0,0.0
8,233,2013-08-10,1,70.88,70.88,,0.0,0.0,0.0,0.0,0.0,0.0
8,241,2013-09-16,4,303.49,75.8725,33.136064315686816,85.13000000000001,21.282500000000002,0.0,0.0,0.0,0.0
8,266,2013-10-08,4,1636.37,409.0925,129.25086959733258,0.0,0.0,0.0,0.0,0.0,0.0
8,279,2013-01-12,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
8,279,2013-04-08,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
8,280,2013-04-08,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
8,417,2013-10-08,1,89.05,89.05,,74.45,74.45,89.05,89.05,1.0,1.0
8,423,2013-08-10,1,88.69,88.69,,35.62,35.62,17.81,17.81,1.0,1.0
8,432,2013-09-16,13,1293.0299999999995,99.46384615384612,31.684620753729916,222.26,17.096923076923076,0.0,0.0,0.0,0.0
8,452,2013-09-16,3,213.72,71.24,30.847824882801707,83.71000000000001,27.903333333333336,0.0,0.0,0.0,0.0
8,455,2013-01-12,35,1083.64,30.96114285714286,7.408348538454904,29.940000000000005,0.8554285714285715,35.62,1.0177142857142856,1.0,0.02857142857142857
8,463,2013-08-10,6,287.81,47.968333333333334,7.072737565233611,180.25,30.041666666666668,43.1,7.183333333333334,1.0,0.16666666666666666
8,468,2013-08-10,5,491.91,98.382,20.197281252683496,89.4,17.880000000000003,0.0,0.0,0.0,0.0
8,492,2013-09-16,24,2983.87,124.32791666666667,54.16837236835008,615.14,25.63083333333333,345.52000000000004,14.396666666666668,12.0,0.5
8,497,2013-08-10,18,2245.12,124.72888888888889,58.3890512388681,345.49,19.19388888888889,224.41000000000003,12.467222222222224,9.0,0.5
8,506,2013-04-22,4,490.13,122.5325,51.06700916443022,91.9,22.975,142.48,35.62,4.0,1.0
8,532,2013-02-16,8,1216.07,152.00875,53.53880366812733,550.6899999999999,68.83624999999999,7.12,0.89,1.0,0.125
8,559,2013-02-16,7,1386.66,198.09428571428572,19.039690873841113,178.1,25.442857142857143,35.62,5.088571428571428,1.0,0.14285714285714285
8,586,2013-05-19,4,286.03,71.5075,4.27899813040389,3.92,0.98,0.0,0.0,0.0,0.0
8,590,2013-09-16,14,1436.54,102.61,35.90822297083326,17.81,1.272142857142857,17.81,1.272142857142857,1.0,0.07142857142857142
8,599,2013-10-08,4,454.86,113.715,16.528749700647857,13.89,3.4725,0.0,0.0,0.0,0.0
8,618,2013-10-08,2,245.06,122.53,22.669843404840716,0.0,0.0,0.0,0.0,0.0,0.0
8,657,2013-08-10,5,406.04999999999995,81.21,7.8050464444486165,42.74,8.548,44.5,8.9,5.0,1.0
8,661,2013-02-16,3,711.32,237.10666666666668,41.130433177068944,249.33999999999997,83.11333333333333,71.24,23.746666666666666,2.0,0.6666666666666666
8,669,2013-04-22,7,1147.31,163.90142857142857,48.92094351385422,167.41,23.915714285714284,49.870000000000005,7.1242857142857146,3.0,0.42857142857142855
8,671,2013-09-07,4,352.65,88.1625,35.26500000000001,35.61,8.9025,0.0,0.0,0.0,0.0
8,689,2013-01-12,27,18791.65,695.9870370370371,327.1716605864316,1837.98,68.07333333333334,1193.27,44.19518518518518,14.0,0.5185185185185185
8,689,2013-04-08,29,22700.589999999997,782.7789655172412,503.070770265298,2158.56,74.43310344827586,1335.7499999999998,46.0603448275862,15.0,0.5172413793103449
8,714,2013-05-19,2,191.64,95.82,25.18714354586481,35.62,17.81,0.0,0.0,0.0,0.0
8,715,2013-10-08,2,134.64,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,799,2013-10-08,3,245.42000000000002,81.80666666666667,18.302003533311137,63.4,21.133333333333333,0.0,0.0,0.0,0.0
8,801,2013-09-16,3,260.38,86.79333333333334,26.939163560387943,206.58999999999997,68.86333333333333,19.59,6.53,1.0,0.3333333333333333
8,803,2013-01-07,10,656.1100000000001,65.61100000000002,30.02384069368874,49.16,4.9159999999999995,0.0,0.0,0.0,0.0
8,811,2013-09-16,3,391.1,130.36666666666667,41.3382792739772,177.39000000000001,59.13,0.0,0.0,0.0,0.0
8,869,2013-09-16,2,153.88,76.94,9.065108934811533,109.0,54.5,0.0,0.0,0.0,0.0
8,869,2013-10-08,2,153.88,76.94,9.065108934811533,109.0,54.5,0.0,0.0,0.0,0.0
8,881,2013-05-19,5,745.52,149.10399999999998,58.33792959987524,124.66999999999999,24.933999999999997,0.0,0.0,0.0,0.0
8,882,2013-02-16,11,2150.73,195.5209090909091,105.3912185577665,176.31,16.028181818181817,0.0,0.0,0.0,0.0
8,893,2013-01-12,1,330.91,330.91,,131.79,131.79,0.0,0.0,0.0,0.0
8,895,2013-01-07,2,133.94,66.97,0.0,93.32,46.66,0.0,0.0,0.0,0.0
8,907,2013-02-16,1,59.49,59.49,,39.89,39.89,0.0,0.0,0.0,0.0
8,907,2013-09-16,1,59.49,59.49,,39.89,39.89,0.0,0.0,0.0,0.0
8,913,2013-04-22,1,200.9,200.9,,0.0,0.0,12.47,12.47,1.0,1.0
8,932,2013-10-08,1,142.48,142.48,,41.32,41.32,0.0,0.0,0.0,0.0
8,934,2013-01-12,11,243.64999999999995,22.149999999999995,6.826222967351712,0.0,0.0,0.0,0.0,0.0,0.0
8,934,2013-04-08,11,243.64999999999995,22.149999999999995,6.826222967351712,0.0,0.0,0.0,0.0,0.0,0.0
8,1043,2013-01-12,1,284.6,284.6,,63.4,63.4,0.0,0.0,0.0,0.0
8,1043,2013-04-08,1,284.6,284.6,,63.4,63.4,0.0,0.0,0.0,0.0
8,1079,2013-09-16,5,385.77,77.154,14.5527104004718,11.4,2.2800000000000002,0.0,0.0,0.0,0.0
8,1094,2013-09-07,2,85.13,42.565,28.461047942758537,0.0,0.0,26.71,13.355,1.0,0.5
9,29,2013-08-10,1,88.69,88.69,,0.0,0.0,0.0,0.0,0.0,0.0
9,177,2013-08-10,2,277.48,138.74,5.289158723275358,262.52,131.26,0.0,0.0,0.0,0.0
9,189,2013-08-10,1,102.59,102.59,,68.03,68.03,0.0,0.0,0.0,0.0
9,195,2013-08-10,1,28.5,28.5,,10.33,10.33,0.0,0.0,0.0,0.0
9,366,2012-11-19,1,71.24,71.24,,10.33,10.33,0.0,0.0,0.0,0.0
9,454,2013-05-19,3,207.67000000000002,69.22333333333334,16.858627860337073,51.3,17.099999999999998,0.0,0.0,0.0,0.0
9,468,2013-05-19,5,490.48,98.096,39.148541863011964,241.51,48.302,0.0,0.0,0.0,0.0
9,514,2013-08-10,2,195.55,97.775,12.339013331705251,17.45,8.725,0.0,0.0,0.0,0.0
9,671,2013-09-07,9,584.9,64.98888888888888,20.077450313999314,73.38,8.153333333333332,0.0,0.0,0.0,0.0
9,726,2013-09-07,4,194.82999999999998,48.707499999999996,8.725000000000003,0.0,0.0,0.0,0.0,0.0,0.0
9,796,2013-08-10,3,284.96,94.98666666666666,41.13043317706894,49.16,16.386666666666667,0.0,0.0,0.0,0.0
9,864,2013-09-07,1,85.13,85.13,,0.0,0.0,0.0,0.0,0.0,0.0
9,885,2013-05-19,1,63.76,63.76,,7.12,7.12,0.0,0.0,0.0,0.0
9,886,2013-08-10,1,63.76,63.76,,7.12,7.12,0.0,0.0,0.0,0.0
10,6,2013-02-16,11,852.3699999999999,77.48818181818181,32.53378146425092,527.1800000000001,47.92545454545455,0.0,0.0,0.0,0.0
10,62,2013-02-16,1,142.12,142.12,,89.05,89.05,0.0,0.0,0.0,0.0
10,75,2013-02-16,1,120.4,120.4,,0.0,0.0,0.0,0.0,0.0,0.0
10,460,2012-12-17,2,167.06,83.53,32.99360241016431,20.66,10.33,0.0,0.0,0.0,0.0
10,554,2013-02-16,1,320.22,320.22,,160.29,160.29,0.0,0.0,0.0,0.0
10,604,2013-02-16,1,99.38,99.38,,24.93,24.93,0.0,0.0,0.0,0.0
11,7,2013-02-16,57,5495.769999999999,96.41701754385963,55.92220316669885,106.15,1.862280701754386,0.0,0.0,0.0,0.0
11,21,2013-05-19,58,6418.759999999999,110.66827586206895,76.32241070565424,490.5,8.456896551724139,0.0,0.0,0.0,0.0
11,78,2013-02-16,1,42.39,42.39,,0.0,0.0,0.0,0.0,0.0,0.0
11,110,2013-05-19,2,91.9,45.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,338,2012-08-12,1,42.39,42.39,,0.0,0.0,0.0,0.0,0.0,0.0
11,417,2013-08-10,4,671.7900000000001,167.94750000000002,106.18190441407614,145.68,36.42,0.0,0.0,0.0,0.0
11,600,2013-08-10,1,71.24,71.24,,35.26,35.26,0.0,0.0,0.0,0.0
11,657,2013-08-10,1,85.13,85.13,,0.0,0.0,0.0,0.0,0.0,0.0
11,792,2013-02-16,1,213.36,213.36,,52.36,52.36,0.0,0.0,0.0,0.0
11,810,2013-02-16,1,142.84,142.84,,70.53,70.53,0.0,0.0,0.0,0.0
11,865,2013-08-10,1,142.12,142.12,,0.0,0.0,0.0,0.0,0.0,0.0
12,11,2013-02-16,15,1585.1100000000001,105.674,52.92629818908554,106.16,7.077333333333333,0.0,0.0,0.0,0.0
12,21,2013-05-19,128,12083.68,94.40375,50.36016920662286,2261.2099999999996,17.665703124999997,179.88,1.4053125,7.0,0.0546875
12,166,2013-05-19,1,55.21,55.21,,0.0,0.0,0.0,0.0,0.0,0.0
12,440,2013-05-19,25,3174.0700000000006,126.96280000000003,42.745717380029234,383.62000000000006,15.344800000000003,0.0,0.0,0.0,0.0
12,532,2013-02-16,1,70.88,70.88,,0.0,0.0,0.0,0.0,0.0,0.0
12,533,2013-08-10,2,284.24,142.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,567,2013-09-16,13,1865.3899999999999,143.49153846153845,30.83248580262758,0.0,0.0,0.0,0.0,0.0,0.0
12,570,2013-08-10,19,1895.7,99.77368421052631,35.280288990143916,978.5199999999999,51.50105263157894,58.769999999999996,3.093157894736842,3.0,0.15789473684210525
12,574,2013-09-16,6,391.46,65.24333333333333,26.702345714687063,247.53999999999996,41.25666666666666,0.0,0.0,0.0,0.0
12,592,2013-08-10,1,62.33,62.33,,35.26,35.26,8.9,8.9,1.0,1.0
12,682,2013-02-16,1,124.67,124.67,,28.14,28.14,0.0,0.0,0.0,0.0
12,754,2013-02-16,1,106.86,106.86,,85.13,85.13,0.0,0.0,0.0,0.0
12,786,2013-05-19,1,95.46,95.46,,0.0,0.0,0.0,0.0,0.0,0.0
12,789,2013-08-10,1,71.24,71.24,,42.03,42.03,0.0,0.0,0.0,0.0
12,845,2013-09-16,1,63.76,63.76,,42.74,42.74,0.0,0.0,0.0,0.0
12,865,2013-05-19,4,558.1600000000001,139.54000000000002,5.402666008555415,152.46,38.115,0.0,0.0,0.0,0.0
12,865,2013-08-10,4,558.1600000000001,139.54000000000002,5.402666008555415,152.46,38.115,0.0,0.0,0.0,0.0
12,885,2013-05-19,36,4616.3200000000015,128.23111111111115,54.23085356815028,594.8699999999999,16.524166666666662,35.62,0.9894444444444443,1.0,0.027777777777777776
12,887,2013-08-10,41,5421.700000000002,132.2365853658537,56.457886942824736,623.3699999999999,15.204146341463412,71.24,1.7375609756097559,3.0,0.07317073170731707
12,1005,2013-08-10,1,106.5,106.5,,0.0,0.0,0.0,0.0,0.0,0.0
12,1017,2013-02-16,2,479.8,239.9,62.72037149124676,235.09,117.545,0.0,0.0,0.0,0.0
13,37,2013-09-16,2,177.38,88.69,25.187143545864824,0.0,0.0,0.0,0.0,0.0,0.0
13,38,2013-09-16,3,142.48,47.49333333333333,20.56521658853447,148.54,49.51333333333333,0.0,0.0,0.0,0.0
13,44,2013-10-21,2,178.46,89.23,42.05871134497585,47.73,23.865,0.0,0.0,0.0,0.0
13,59,2013-02-16,4,924.6800000000001,231.17000000000002,74.14894290098367,356.2,89.05,0.0,0.0,0.0,0.0
13,112,2013-05-19,2,284.96,142.48,50.374287091729634,141.41,70.705,0.0,0.0,0.0,0.0
13,125,2013-05-19,6,365.82,60.97,15.573193635218182,152.1,25.349999999999998,0.0,0.0,0.0,0.0
13,137,2013-05-19,3,175.24,58.413333333333334,6.171874377637104,0.0,0.0,0.0,0.0,0.0,0.0
13,174,2013-07-29,2,426.72,213.36,50.37428709172964,178.1,89.05,0.0,0.0,0.0,0.0
13,189,2013-08-10,6,732.34,122.05666666666667,38.41795031839501,291.38,48.56333333333333,0.0,0.0,0.0,0.0
13,263,2013-09-07,1,84.78,84.78,,0.0,0.0,0.0,0.0,0.0,0.0
13,264,2013-09-07,1,84.78,84.78,,0.0,0.0,0.0,0.0,0.0,0.0
13,389,2013-09-07,1,71.24,71.24,,42.39,42.39,0.0,0.0,0.0,0.0
13,390,2013-09-07,1,71.24,71.24,,42.39,42.39,0.0,0.0,0.0,0.0
13,415,2013-10-21,12,1140.1999999999998,95.01666666666665,10.176214989629075,821.79,68.4825,0.0,0.0,0.0,0.0
13,418,2013-08-10,1,89.05,89.05,,0.0,0.0,0.0,0.0,0.0,0.0
13,423,2013-08-10,2,272.85,136.425,52.3895414181113,57.7,28.85,0.0,0.0,0.0,0.0
13,432,2013-09-16,10,697.79,69.779,6.342161303530526,249.68999999999994,24.968999999999994,0.0,0.0,0.0,0.0
13,492,2013-09-16,8,740.5400000000001,92.56750000000001,20.151566227679954,85.85000000000001,10.731250000000001,0.0,0.0,0.0,0.0
13,494,2013-02-16,5,503.67,100.73400000000001,13.698152430163708,64.47999999999999,12.895999999999997,0.0,0.0,0.0,0.0
13,518,2013-09-16,5,333.78000000000003,66.756,16.247269924513468,166.69,33.338,0.0,0.0,0.0,0.0
13,522,2013-10-21,9,628.0100000000001,69.7788888888889,13.651349241416067,355.47999999999996,39.49777777777777,0.0,0.0,0.0,0.0
